DATE_AS_AT,TOTALS_NATIONAL_TOTAL,TOTALS_NATIONAL_LAST_24HR,TOTALS_CWTH_ALL_TOTAL,TOTALS_CWTH_ALL_LAST_24HR,TOTALS_CWTH_PRIMARY_CARE_TOTAL,TOTALS_CWTH_PRIMARY_CARE_LAST_24HR,TOTALS_CWTH_AGED_CARE_TOTAL,TOTALS_CWTH_AGED_CARE_LAST_24HR,STATE_CLINICS_VIC_TOTAL,STATE_CLINICS_VIC_LAST_24HR,STATE_CLINICS_QLD_TOTAL,STATE_CLINICS_QLD_LAST_24HR,STATE_CLINICS_WA_TOTAL,STATE_CLINICS_WA_LAST_24HR,STATE_CLINICS_TAS_TOTAL,STATE_CLINICS_TAS_LAST_24HR,STATE_CLINICS_SA_TOTAL,STATE_CLINICS_SA_LAST_24HR,STATE_CLINICS_ACT_TOTAL,STATE_CLINICS_ACT_LAST_24HR,STATE_CLINICS_NT_TOTAL,STATE_CLINICS_NT_LAST_24HR,STATE_CLINICS_NSW_TOTAL,STATE_CLINICS_NSW_LAST_24HR,CWTH_AGED_CARE_VIC_TOTAL,CWTH_AGED_CARE_VIC_LAST_24HR,CWTH_AGED_CARE_QLD_TOTAL,CWTH_AGED_CARE_QLD_LAST_24HR,CWTH_AGED_CARE_WA_TOTAL,CWTH_AGED_CARE_WA_LAST_24HR,CWTH_AGED_CARE_TAS_TOTAL,CWTH_AGED_CARE_TAS_LAST_24HR,CWTH_AGED_CARE_SA_TOTAL,CWTH_AGED_CARE_SA_LAST_24HR,CWTH_AGED_CARE_ACT_TOTAL,CWTH_AGED_CARE_ACT_LAST_24HR,CWTH_AGED_CARE_NT_TOTAL,CWTH_AGED_CARE_NT_LAST_24HR,CWTH_AGED_CARE_NSW_TOTAL,CWTH_AGED_CARE_NSW_LAST_24HR,CWTH_PRIMARY_CARE_VIC_TOTAL,CWTH_PRIMARY_CARE_VIC_LAST_24HR,CWTH_PRIMARY_CARE_QLD_TOTAL,CWTH_PRIMARY_CARE_QLD_LAST_24HR,CWTH_PRIMARY_CARE_WA_TOTAL,CWTH_PRIMARY_CARE_WA_LAST_24HR,CWTH_PRIMARY_CARE_TAS_TOTAL,CWTH_PRIMARY_CARE_TAS_LAST_24HR,CWTH_PRIMARY_CARE_SA_TOTAL,CWTH_PRIMARY_CARE_SA_LAST_24HR,CWTH_PRIMARY_CARE_ACT_TOTAL,CWTH_PRIMARY_CARE_ACT_LAST_24HR,CWTH_PRIMARY_CARE_NT_TOTAL,CWTH_PRIMARY_CARE_NT_LAST_24HR,CWTH_PRIMARY_CARE_NSW_TOTAL,CWTH_PRIMARY_CARE_NSW_LAST_24HR,CWTH_AGED_CARE_DOSES_FIRST_DOSE,CWTH_AGED_CARE_DOSES_SECOND_DOSE,CWTH_AGED_CARE_FACILITIES_FIRST_DOSE,CWTH_AGED_CARE_FACILITIES_SECOND_DOSE,APPROX_VIC_SECOND_DOSE_TOTAL,APPROX_QLD_SECOND_DOSE_TOTAL,APPROX_WA_SECOND_DOSE_TOTAL,APPROX_TAS_SECOND_DOSE_TOTAL,APPROX_SA_SECOND_DOSE_TOTAL,APPROX_ACT_SECOND_DOSE_TOTAL,APPROX_NT_SECOND_DOSE_TOTAL,APPROX_NSW_SECOND_DOSE_TOTAL,VALIDATED,URL
2021-04-18,1586252,9084,939626,6290,766741,5756,172885,534,164045,1492,122865,0,76244,162,28933,212,46591,437,21332,480,12764,11,173852,0,33924,0,41249,0,18722,0,6211,0,14188,0,5403,0,1303,0,51885,534,180581,1777,176136,995,69033,619,21656,160,58323,331,13248,224,4677,15,243087,1635,112982,59903,1315,713,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/04/covid-19-vaccine-rollout-update-19-april-2021.pdf
2021-04-19,1653286,67034,990382,50756,812862,46121,177520,4635,168250,4205,126011,3146,78215,1971,29417,484,48115,1524,22056,724,13107,343,177733,3881,35348,1424,42231,982,19265,543,6307,96,14457,269,5403,0,1303,0,53206,1321,191657,11076,185685,9549,73741,4708,22982,1326,61808,3485,14257,1009,4914,237,257818,14731,115293,62227,1341,749,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/04/covid-19-vaccine-rollout-update-20-april-2021.pdf
2021-04-20,1718107,64821,1039147,48765,855609,42747,183538,6018,172308,4058,128555,2544,80662,2447,30573,1156,49349,1234,22619,563,13459,352,181435,3702,36421,1073,43585,1354,19785,520,6291,0,14793,336,5403,0,1303,0,55957,2751,201600,9943,194952,9267,77544,3803,23956,974,65077,3269,15157,900,5216,302,272107,14289,118012,65526,1371,783,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/04/covid-19-vaccine-rollout-update-21-april-2021.pdf
2021-04-21,1785698,67591,1089775,50628,900454,44845,189321,5783,176827,4519,131128,2573,83172,2510,31396,823,50674,1325,23122,503,13984,525,185620,4185,37725,1304,45013,1428,20055,270,6559,268,15100,307,5403,0,1303,0,58163,2206,212714,11114,204561,9609,81205,3661,25049,1093,68408,3331,15869,712,5540,324,287108,15001,120439,68882,1401,817,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/04/covid-19-vaccine-rollout-update-22-april-2021_0.pdf
2021-04-22,1855601,69903,1142073,52298,947504,47050,194569,5248,182426,5599,133853,2725,85369,2197,32698,1302,52129,1455,23624,502,14617,633,188812,3192,38662,937,46571,1558,20346,291,6634,75,15382,282,5403,0,1303,0,60268,2105,225363,12649,216252,11691,84895,3690,25973,924,71523,3115,16415,546,5821,281,301262,14154,123081,71488,1436,846,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/04/covid-19-vaccine-rollout-update-23-april-2021_0.pdf
2021-04-23,1914047,58446,1187143,45070,987066,39562,200077,5508,185535,3109,136196,2343,87645,2276,33305,607,53146,1017,24290,666,15042,425,191745,2933,39538,876,48462,1891,20779,433,6634,0,15610,228,5403,0,1303,0,62348,2080,234773,9410,224906,8654,88755,3860,26782,809,74622,3099,17094,679,6046,225,314088,12826,126800,73277,1482,870,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/04/covid-19-vaccine-rollout-update-24-april-2021.pdf
2021-04-24,1933892,19845,1202530,15387,1000682,13616,201848,1771,187743,2208,136196,0,87961,316,33633,328,53620,474,24831,541,15042,0,192336,591,39538,0,49116,654,20779,0,6634,0,15610,0,5403,0,1303,0,63465,1117,238941,4168,227428,2522,90483,1728,27195,413,75024,402,17467,373,6053,7,318091,4003,127818,74030,1492,878,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/05/covid-19-vaccine-rollout-update-25-april-2021.pdf
2021-04-25,1937300,3408,1204268,1738,1002420,1738,201848,0,188259,516,136196,0,88361,400,33633,0,53871,251,25334,503,15042,0,192336,0,39538,0,49116,0,20779,0,6634,0,15610,0,5403,0,1303,0,63465,0,239534,593,227745,317,90601,118,27346,151,75058,34,17467,0,6053,0,318616,525,127818,74030,1492,878,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/04/covid-19-vaccine-rollout-update-26-april-2021_0.pdf
2021-04-26,1969337,32037,1226431,22163,1021228,18808,205203,3355,191644,3385,137087,891,89571,1210,34295,662,54273,402,25979,645,15050,8,195007,2671,40550,1012,49693,577,20938,159,6868,234,15896,286,5403,0,1303,0,64552,1087,246991,7457,227996,251,90869,268,28023,677,75314,256,17473,6,6071,18,328491,9875,131173,74030,1514,878,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/04/covid-19-vaccine-rollout-update-27-april-2021_0.pdf
2021-04-27,2029544,60207,1268574,42143,1057804,36576,210770,5567,198228,6584,139489,2402,91957,2386,35316,1021,55478,1205,26584,605,15426,376,198492,3485,41843,1293,51225,1532,21160,222,7000,132,16124,228,5440,37,1303,0,66675,2123,256309,9318,236458,8462,94299,3430,28724,701,78038,2724,18134,661,6199,128,339643,11152,134495,76275,1554,910,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/04/covid-19-vaccine-rollout-update-28-april-2021.pdf
2021-04-28,2112285,82741,1335918,67344,1117118,59314,218800,8030,202506,4278,141866,2377,93964,2007,36173,857,56642,1164,27219,635,15777,351,202220,3728,43121,1278,54208,2983,21822,662,7291,291,16313,189,5479,39,1313,10,69253,2578,271242,14933,247991,11533,100598,6299,30133,1409,82523,4485,19364,1230,6522,323,358745,19102,137985,80815,1590,960,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/04/covid-19-vaccine-rollout-update-29-april-2021.pdf
2021-04-29,2179544,67259,1386487,50569,1159553,42435,226934,8134,206798,4292,144228,2362,96508,2544,37126,953,57964,1322,27853,634,16260,483,206320,4100,44374,1253,56834,2626,22180,358,7488,197,16742,429,5488,9,1317,4,72511,3258,282502,11260,257363,9372,105001,4403,30869,736,86092,3569,19912,548,6747,225,371067,12322,140983,85951,1625,1021,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/04/covid-19-vaccine-rollout-update-30-april-2021.pdf
2021-04-30,2234844,55300,1425925,39438,1193568,34015,232357,5423,210242,3444,146497,2269,98895,2387,38100,974,59442,1478,28547,694,16820,560,210376,4056,45455,1081,58351,1517,22523,343,7602,114,17098,356,5488,0,1317,0,74523,2012,290480,7978,264552,7189,108811,3810,31251,382,88832,2740,20354,442,6944,197,382344,11277,143166,89191,1652,1065,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/05/covid-19-vaccine-rollout-update-1-may-2021.pdf
2021-05-01,2254074,19230,1440616,14691,1206760,13192,233856,1499,211522,1280,146737,240,99870,975,38405,305,60139,697,28943,396,16820,0,211022,646,45539,84,58972,621,22523,0,7602,0,17098,0,5488,0,1317,0,75317,794,294080,3600,266920,2368,110647,1836,31745,494,89713,881,20668,314,6964,20,386023,3679,143625,90231,1655,1082,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/05/covid-19-vaccine-rollout-update-2-may-2021.pdf
2021-05-02,2260615,6541,1444906,4290,1210449,3689,234457,601,212357,835,146737,0,100388,518,38543,138,60515,376,29327,384,16820,0,211022,0,45539,0,59257,285,22523,0,7602,0,17098,0,5488,0,1317,0,75633,316,295526,1446,267528,608,111401,754,31826,81,89863,150,20668,0,7014,50,386623,600,143721,90736,1656,1088,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/05/covid-19-vaccine-rollout-update-3-may-2021.pdf
2021-05-03,2316969,56354,1483399,38493,1245117,34668,238282,3825,220133,7776,147216,479,102554,2166,39736,1193,62094,1579,30011,684,16820,0,215006,3984,47071,1532,59305,48,23100,577,7656,54,17447,349,5507,19,1317,0,76879,1246,305373,9847,269049,1521,116860,5459,33260,1434,92867,3004,21717,1049,6740,0,399251,12628,145282,93000,1678,1118,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/05/covid-19-vaccine-rollout-update-4-may-2021_1.pdf
2021-05-04,2396314,79345,1538213,54814,1294713,49596,243500,5218,230404,10271,149885,2669,105415,2861,40885,1149,63790,1696,30733,722,17395,575,219594,4588,48709,1638,59879,574,23430,330,7812,156,17852,405,5558,51,1317,0,78943,2064,317331,11958,280763,11714,121870,5010,34208,948,96342,3475,22542,825,6924,184,414733,15482,147333,96167,1804,1176,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/05/covid-19-vaccine-rollout-update-5-may-2021.pdf
2021-05-05,2473529,77215,1593330,55117,1344345,49632,248985,5485,239468,9064,152111,2226,107834,2419,41664,779,65453,1663,31544,811,18049,654,224076,4482,49930,1221,60777,898,23907,477,7812,0,18315,463,5608,50,1317,0,81319,2376,329583,12252,292671,11908,127194,5324,34796,588,100017,3675,23095,553,7231,307,429758,15025,149391,99594,1833,1222,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/05/covid-19-vaccine-rollout-update-6-may-2021.pdf
2021-05-06,2554531,81002,1650181,56851,1395549,51204,254632,5647,249405,9937,154403,2292,110273,2439,42374,710,67198,1745,32337,793,18869,820,229491,5415,51851,1921,62029,1252,24306,399,7902,90,18699,384,5651,43,1322,5,82872,1553,342289,12706,304925,12254,132830,5636,35840,1044,103568,3551,23722,627,7514,283,444861,15103,151552,103080,1869,1270,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/05/covid-19-vaccine-rollout-update-7-may-2021.pdf
2021-05-07,2627725,73194,1701427,51246,1440811,45262,260616,5984,257475,8070,156847,2444,112605,2332,43155,781,68846,1648,33240,903,19405,536,234725,5234,53048,1197,63296,1267,24829,523,7998,96,19096,397,5665,14,1322,0,85362,2490,351550,9261,316044,11119,137586,4756,37250,1410,107408,3840,24441,719,7807,293,458725,13864,154105,106511,1906,1314,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/05/covid-19-vaccine-rollout-update-8-may-2021.pdf
2021-05-08,2654338,26613,1720114,18687,1458316,17505,261798,1182,261152,3677,157164,317,113624,1019,43620,465,69780,934,33627,387,19405,0,235852,1127,53047,-1,63416,120,24829,0,7998,0,19096,0,5665,0,1322,0,86425,1063,355830,4280,318888,2844,140237,2651,38081,831,108315,907,25175,734,7913,106,463877,5152,154351,107447,1908,1326,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/05/covid-19-vaccine-rollout-update-9-may-2021.pdf
2021-05-09,2663221,8883,1725283,5169,1463187,4871,262096,298,263065,1913,157164,0,114506,882,43727,107,70310,530,33873,246,19441,36,235852,0,53047,0,63436,20,24829,0,7998,0,19096,0,5665,0,1322,0,86703,278,357130,1300,320660,1772,140774,537,38081,0,108405,90,25505,330,7913,0,464719,842,154371,107725,1909,1330,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/05/covid-19-vaccine-rollout-update-10-may-2021.pdf
2021-05-10,2736107,72886,1772257,46974,1505137,41950,267120,5024,273220,10155,159795,2631,116975,2469,44804,1077,72110,1800,34757,884,20040,599,242149,6297,54549,1502,64500,1064,25416,587,8142,144,19394,298,5665,0,1322,0,88132,1429,367517,10387,329284,8624,145633,4859,38818,737,111074,2669,26528,1023,8313,400,477970,13251,157194,109926,1942,1359,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/05/covid-19-vaccine-rollout-update-11-may-2021.pdf
2021-05-11,2812486,76379,1824940,52683,1550941,45804,273999,6879,281501,8281,162239,2444,119871,2896,45948,1144,73389,1279,35501,744,20456,416,248641,6492,56470,1921,65359,859,25852,436,8335,193,20203,809,5728,63,1538,216,90514,2382,377084,9567,340336,11052,150061,4428,39589,771,114235,3161,27000,472,8696,383,493940,15970,161233,112766,1994,1397,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/05/covid-19-vaccine-rollout-update-12-may-2021.pdf
2021-05-12,2894770,82284,1881509,56569,1601523,50582,279986,5987,290864,9363,164695,2456,122069,2198,46838,890,75237,1848,36283,782,21082,626,256193,7552,58490,2020,66013,654,26038,186,8478,143,20728,525,5744,16,1553,15,92942,2428,389094,12010,351669,11333,155177,5116,40447,858,118345,4110,27634,634,9046,350,510111,16171,164359,115627,2046,1432,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/05/covid-19-vaccine-rollout-update-13-may-2021.pdf
2021-05-13,2978265,83495,1938916,57407,1651124,49601,287792,7806,299397,8533,167119,2424,124985,2916,47921,1083,76788,1551,37039,756,21965,883,264135,7942,60639,2149,66500,487,26488,450,8674,196,21207,479,5804,60,1553,0,96927,3985,400307,11213,362589,10920,160179,5002,41537,1090,122153,3808,28333,699,9936,890,526090,15979,169559,118233,2122,1473,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/05/covid-19-vaccine-rollout-update-14-may-2021_0.pdf
2021-05-14,3056797,78532,1987713,48797,1692901,41777,294812,7020,308219,8822,169966,2847,127835,2850,49154,1233,78505,1717,37984,945,22670,705,274751,10616,62195,1556,67172,672,27045,557,8831,157,22051,844,5835,31,1630,77,100053,3126,409883,9576,372323,9734,164556,4377,42381,844,125746,3593,28876,543,10308,372,538828,12738,172526,122286,2161,1526,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/05/covid-19-vaccine-rollout-update-15-may-2021_0.pdf
2021-05-15,3089183,32386,2007641,19928,1711305,18404,296336,1524,311317,3098,170330,364,129293,1458,49626,472,79522,1017,38409,425,22910,240,280135,5384,62273,78,67172,0,27045,0,8831,0,22051,0,5835,0,1630,0,101499,1446,414374,4491,375038,2715,167226,2670,43133,752,126862,1116,29736,860,10328,20,544608,5780,172636,123700,2163,1538,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/05/covid-19-vaccine-rollout-update-16-may-2021.pdf
2021-05-16,3100137,10954,2014079,6438,1717743,6438,296336,0,313539,2222,170330,0,130649,1356,49739,113,80017,495,38696,287,22953,43,280135,0,62273,0,67172,0,27045,0,8831,0,22051,0,5835,0,1630,0,101499,0,416522,2148,376329,1291,168039,813,43471,338,127066,204,30099,363,10387,59,545830,1222,172636,123700,2163,1538,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/05/covid-19-vaccine-rollout-update-17-may-2021.pdf
2021-05-17,3183324,83187,2064601,50522,1763575,45832,301026,4690,324743,11204,173093,2763,133424,2775,51098,1359,81460,1443,39537,841,23818,865,291550,11415,64425,2152,67539,367,27397,352,9023,192,22533,482,5878,43,1630,0,102601,1102,427383,10861,385770,9441,172993,4954,44421,950,129992,2926,30873,774,10486,99,561657,15827,175251,125775,2199,1566,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/05/covid-19-vaccine-rollout-update-18-may-2021.pdf
2021-05-18,3278854,95530,2124870,60269,1817461,53886,307409,6383,334762,10019,175486,2393,136404,2980,53669,2571,85255,3795,40308,771,24830,1012,303270,11720,66920,2495,68285,746,27445,48,9267,244,23434,901,5920,42,1630,0,104508,1907,440031,12648,397160,11390,178623,5630,45722,1301,134286,4294,31822,949,10889,403,578928,17271,178950,128459,2251,1600,87033,78898,41591,17966,33229,16656,8904,125810,Y,https://www.health.gov.au/sites/default/files/documents/2021/05/covid-19-vaccine-rollout-update-19-may-2021.pdf
2021-05-19,3371728,92874,2187101,62231,1874027,56566,313074,5665,344259,9497,178372,2886,139289,2885,53816,147,87166,1911,41151,843,25961,1131,314613,11343,68708,1788,68870,585,28113,668,9509,242,23897,463,5965,45,1641,11,106371,1863,453707,13676,408914,11754,184055,5432,46837,1115,138963,4677,32832,1010,11225,336,597494,18566,182039,131035,2306,1637,87033,78898,41591,17966,33229,16656,8904,125810,Y,https://www.health.gov.au/sites/default/files/documents/2021/05/covid-19-vaccine-rollout-update-21-may-2021_0.pdf
2021-05-20,3472874,101146,2253685,66584,1933610,59583,320075,7001,354942,10683,182245,3873,142639,3350,54859,1043,89108,1942,41913,762,26920,959,326563,11950,71078,2370,69436,566,28554,441,9509,0,24993,1096,5987,22,1664,23,108854,2483,467207,13500,422048,13134,190517,6462,47989,1152,143310,4347,33921,1089,11502,277,617116,19622,185648,134427,2356,1676,87033,78898,41591,17966,33229,16656,8904,125810,Y,https://www.health.gov.au/sites/default/files/documents/2021/05/covid-19-vaccine-rollout-update-20-may-2021.pdf
2021-05-21,3562495,89621,2309152,55467,1983314,49704,325838,5763,363919,8977,186953,4708,145754,3115,56309,1450,90995,1887,42798,885,27567,647,339048,12485,72800,1722,70046,610,28943,389,10112,603,25562,569,6011,24,1664,0,110700,1846,478249,11042,431794,9746,195861,5344,49340,1351,147045,3735,34602,681,11744,242,634679,17563,189285,136553,2411,1709,87033,78898,41591,17966,33229,16656,8904,125810,Y,https://www.health.gov.au/sites/default/files/documents/2021/05/covid-19-vaccine-rollout-update-22-may-2021.pdf
